,ï»¿id,scrape_id,neighbourhood_group_cleansed,latitude,longitude,bathrooms,bedrooms,beds,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,host_id,host_listings_count,host_total_listings_count,accommodates,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
1844,19432832.0,20200000000000.0,0.0,37.79939,-122.41346,0.0,2.0,2.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.8,4.8,4.8,4.9,4.9,4.8,4.7,1.3,13832870.0,20.0,7.7,4.0,30.0,1125.0,4,34,64,339,0.0,0.0,0.0,17.0,1.1,0.0,0.0
1845,19459929.0,20200000000000.0,0.0,37.77911,-122.4482,0.0,1.0,1.0,30.0,30.0,90.0,90.0,30.0,90.0,0.0,4.97,4.97,4.96,4.97,4.97,4.93,4.86,1.06,32132.0,1.0,1.0,4.0,30.0,90.0,24,54,83,83,73.0,0.0,0.0,1.0,1.0,0.0,0.0
1846,19475051.0,20200000000000.0,0.0,37.78124,-122.47703,0.0,1.0,1.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,5.0,5.0,5.0,5.0,4.9,5.0,5.0,0.03,136644372.0,1.0,1.0,1.0,30.0,1125.0,0,0,0,0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
1847,19478423.0,20200000000000.0,0.0,37.75284,-122.42844,0.0,2.0,2.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.16,4856574.0,7.0,13.0,4.0,30.0,1125.0,3,22,52,79,1.0,1.0,0.0,7.0,2.0,5.0,0.0
1848,19478755.0,20200000000000.0,0.0,37.74709,-122.47622,0.0,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,4.91,4.97,4.86,4.99,5.0,4.84,4.85,0.8,131502074.0,2.0,2.0,2.0,1.0,29.0,28,53,83,172,18.5,3.6,0.0,2.0,0.0,2.0,0.0
1849,20195883.0,20200000000000.0,0.0,37.77964,-122.45465,0.0,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,0.0,4.94,4.96,4.99,4.97,5.0,4.86,4.71,1.55,7934590.0,1.0,2.0,4.0,2.0,29.0,7,20,46,46,105.0,25.0,0.2,1.0,1.0,0.0,0.0
1850,20214438.0,20200000000000.0,0.0,37.79234,-122.41965,0.0,1.0,1.0,30.0,30.0,180.0,180.0,30.0,180.0,0.0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,0.08,10624127.0,18.0,7.7,1.0,30.0,180.0,0,0,0,0,5.0,0.0,0.0,5.0,0.0,5.0,0.0
1851,20228801.0,20200000000000.0,0.0,37.71658,-122.45016,0.0,1.5,1.5,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0.07,9080666.0,12.0,37.0,5.0,30.0,1125.0,0,0,0,249,4.0,0.0,0.0,6.0,1.1,0.0,0.0
1852,20234893.0,20200000000000.0,0.0,37.79945,-122.40797,0.0,2.0,2.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.22,4052343.0,1.0,3.0,4.0,30.0,365.0,30,60,89,89,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1853,20257125.0,20200000000000.0,0.0,37.74459,-122.49007,0.0,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,4.64,4.79,4.71,4.79,4.9,4.79,4.36,0.21,133894957.0,6.0,9.0,2.0,1.0,1125.0,30,60,90,353,14.0,4.0,2.0,5.0,2.0,3.0,0.0
1854,20257216.0,20200000000000.0,0.0,37.76332,-122.48032,0.0,1.0,1.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.84,4.94,4.88,4.97,4.96,4.71,4.68,1.59,136131559.0,7.0,9.0,1.0,30.0,1125.0,0,27,56,56,108.0,3.0,0.0,5.0,0.0,5.0,0.0
1855,20269251.0,20200000000000.0,0.0,37.76116,-122.40166,0.0,1.0,1.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,5.0,5.0,5.0,5.0,4.99,5.0,4.93,1.34,76784332.0,1.0,1.0,2.0,30.0,42.0,1,7,7,7,87.0,4.0,1.0,1.0,1.0,0.0,0.0
1856,20269328.0,20200000000000.0,0.0,37.78726,-122.41428,0.0,1.0,1.0,2.0,2.0,365.0,365.0,2.0,365.0,0.0,4.62,4.88,4.58,5.0,5.0,4.62,4.69,0.39,50160697.0,7.0,8.0,2.0,1.0,365.0,20,29,47,257,26.0,5.0,0.0,7.0,0.0,0.7,0.0
1857,20286716.0,20200000000000.0,0.0,37.74627,-122.48974,0.0,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,0.18,133894957.0,6.0,9.0,2.0,1.0,1125.0,29,59,89,352,12.0,2.0,0.0,5.0,2.0,3.0,0.0
1858,20286868.0,20200000000000.0,0.0,37.74641,-122.4,0.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,0.0,4.75,4.88,4.75,4.88,4.92,4.74,4.7,0.36,133894957.0,6.0,9.0,2.0,1.0,7.0,30,60,90,353,24.0,8.0,0.0,5.0,2.0,3.0,0.0
1859,20287325.0,20200000000000.0,0.0,37.76944,-122.44992,0.0,1.0,1.0,1.0,2.0,25.0,25.0,1.3,25.0,0.0,4.7,4.81,4.58,4.86,4.86,4.86,4.61,1.76,117141107.0,5.3,51.0,2.0,1.0,25.0,0,0,0,0,118.0,0.0,0.0,3.5,0.0,0.7,0.0
1860,20305889.0,20200000000000.0,0.0,37.74087,-122.41257,0.0,2.0,2.0,1.0,25.0,180.0,180.0,9.1,180.0,0.0,4.99,4.99,4.95,4.98,5.0,4.92,4.78,1.64,72387792.0,1.0,1.0,4.0,1.0,180.0,17,47,77,136,110.0,25.0,0.0,1.0,1.0,0.0,0.0
1861,20309163.0,20200000000000.0,0.0,37.76573,-122.43077,0.0,1.0,1.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02,9632192.0,18.0,7.7,2.0,30.0,1125.0,5,35,65,340,1.0,0.0,0.0,12.0,1.1,0.0,0.0
1862,20311264.0,20200000000000.0,0.0,37.7505,-122.4091,0.0,1.0,1.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,0.06,144896022.0,2.0,2.0,3.0,30.0,30.0,0,0,0,0,4.0,0.0,0.0,2.0,2.0,0.0,0.0
1863,20331804.0,20200000000000.0,0.0,37.74305,-122.4213,0.0,1.0,1.0,4.0,4.0,21.0,21.0,4.0,21.0,0.0,4.81,4.91,4.91,4.91,4.97,4.78,4.59,0.48,17536951.0,4.0,5.0,2.0,4.0,21.0,0,0,0,0,32.0,0.0,0.0,4.0,1.0,3.0,0.0
1864,20335923.0,20200000000000.0,0.0,37.79234,-122.41965,0.0,1.0,1.0,15.2,15.3,450.0,450.0,15.1,450.0,0.0,4.5,5.0,4.5,4.9,5.0,5.0,5.0,0.03,10624127.0,18.0,7.7,1.0,15.3,450.0,0,0,0,0,2.0,0.0,0.0,5.0,0.0,5.0,0.0
1865,20355620.0,20200000000000.0,0.0,37.74204,-122.40837,0.0,1.0,2.0,15.2,15.3,360.0,360.0,15.1,360.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02,45040916.0,4.0,5.0,2.0,15.3,360.0,30,60,90,179,1.0,0.0,0.0,4.0,1.0,3.0,0.0
1866,19491887.0,20200000000000.0,0.0,37.72121,-122.40847,0.0,1.0,2.0,2.0,2.0,14.0,14.0,2.0,14.0,0.0,4.94,4.96,4.97,4.98,4.95,4.75,4.86,0.8,77189868.0,1.0,1.0,3.0,1.0,14.0,0,26,55,55,18.5,21.0,0.0,1.0,1.0,0.0,0.0
1867,19499099.0,20200000000000.0,0.0,37.79662,-122.4091,0.0,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,4.92,4.99,4.89,5.0,5.0,4.95,4.77,1.53,136792470.0,2.0,3.0,2.0,1.0,1125.0,0,0,0,97,105.0,14.0,0.0,2.0,1.0,1.0,0.0
1868,19546859.0,20200000000000.0,0.0,37.7348,-122.38851,0.0,1.0,1.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,4.47,4.6,4.9,4.9,4.9,4.9,4.47,0.22,27123550.0,12.0,26.0,2.0,30.0,365.0,0,0,27,116,15.0,4.0,0.0,5.0,0.0,5.0,0.0
1869,18690689.0,20200000000000.0,0.0,37.72693,-122.3706,0.0,1.0,1.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,5.0,5.0,5.0,5.0,4.8,4.9,4.4,0.09,19241440.0,1.0,3.0,2.0,30.0,1125.0,0,0,0,0,6.0,0.0,0.0,1.0,0.0,1.0,0.0
1870,18735080.0,20200000000000.0,0.0,37.80219,-122.4158,0.0,1.0,2.0,30.0,30.0,60.0,60.0,30.0,60.0,0.0,4.8,4.8,4.8,4.9,4.9,4.8,4.7,1.3,231825.0,2.0,3.0,2.0,30.0,60.0,30,60,90,179,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1871,18738360.0,20200000000000.0,0.0,37.76358,-122.4,0.0,2.0,3.0,30.0,30.0,100.0,100.0,30.0,100.0,0.0,4.97,4.97,5.0,4.96,4.96,4.79,4.93,0.42,114601830.0,3.0,4.0,5.0,30.0,100.0,16,44,72,265,29.0,4.0,1.0,2.0,2.0,0.0,0.0
1872,20361588.0,20200000000000.0,0.0,37.72667,-122.46094,0.0,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,0.0,4.99,4.98,4.99,4.99,4.99,4.84,4.88,2.45,104809788.0,1.0,1.0,2.0,3.0,1125.0,0,10,39,39,18.5,21.0,2.0,1.0,1.0,0.0,0.0
1873,20361695.0,20200000000000.0,0.0,37.80078,-122.43121,0.0,3.0,2.0,15.2,15.3,720.0,720.0,15.1,720.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02,3130819.0,4.0,18.0,3.0,15.3,720.0,5,35,65,340,1.0,0.0,0.0,2.0,2.0,0.0,0.0
1874,20367610.0,20200000000000.0,0.0,37.74727,-122.47896,0.0,1.0,2.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.84,4.77,4.82,4.91,4.92,4.67,4.72,1.29,35433848.0,1.0,6.0,2.0,30.0,1125.0,0,28,57,57,87.0,3.0,0.0,1.0,0.0,1.0,0.0
1875,20393341.0,20200000000000.0,0.0,37.76167,-122.44449,0.0,1.0,1.0,2.0,3.0,1125.0,1125.0,2.6,1125.0,0.0,4.89,4.93,4.93,4.94,4.97,4.85,4.75,0.8,337960.0,1.0,6.0,2.0,3.0,10.0,14,38,51,72,18.5,3.6,0.2,1.0,1.0,0.0,0.0
1876,20408154.0,20200000000000.0,0.0,37.75743,-122.48959,0.0,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,4.78,4.95,4.95,4.94,4.96,4.77,4.63,1.15,81226014.0,4.0,6.0,2.0,1.0,45.0,26,26,26,26,78.0,17.0,0.0,4.0,0.0,4.0,0.0
1877,20408951.0,20200000000000.0,0.0,37.80435,-122.41877,0.0,2.0,2.0,30.0,30.0,90.0,90.0,30.0,90.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07,145546453.0,1.0,1.0,4.0,30.0,90.0,0,0,0,0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
1878,20424542.0,20200000000000.0,0.0,37.74365,-122.45889,0.0,1.6,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,4.82,4.88,4.82,4.92,4.82,4.86,4.77,0.8,5009045.0,2.0,2.0,3.0,1.0,29.0,2,8,11,169,18.5,3.6,2.0,1.0,1.0,0.0,0.0
1879,20425693.0,20200000000000.0,0.0,37.7673,-122.44015,0.0,1.0,1.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,0.0,4.94,4.93,4.94,4.91,4.96,4.92,4.74,1.5,21226960.0,1.0,1.0,2.0,4.0,90.0,3,27,57,324,100.0,20.0,1.0,1.0,1.0,0.0,0.0
1880,18753198.0,20200000000000.0,0.0,37.74966,-122.43774,0.0,1.5,1.5,4.0,4.0,1125.0,1125.0,4.0,1125.0,0.0,5.0,4.94,5.0,4.94,5.0,5.0,4.65,0.65,130467604.0,1.0,1.0,6.0,4.0,28.0,20,36,66,196,45.0,11.0,0.0,1.0,1.0,0.0,0.0
1881,19553430.0,20200000000000.0,0.0,37.75795,-122.41748,0.0,2.0,2.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0.13,7281723.0,3.0,4.0,4.0,30.0,120.0,0,26,56,145,2.0,1.0,0.0,3.0,1.0,2.0,0.0
1882,19564659.0,20200000000000.0,0.0,37.75138,-122.41016,0.0,3.0,3.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,0.0,4.92,5.0,4.92,5.0,4.92,5.0,4.58,0.19,3816497.0,2.0,2.0,5.0,4.0,14.0,0,0,0,7,13.0,2.0,0.0,2.0,1.0,1.0,0.0
1883,19570849.0,20200000000000.0,0.0,37.74311,-122.45086,0.0,1.0,1.0,2.0,2.0,28.0,28.0,2.0,28.0,0.0,4.92,4.94,4.98,4.99,4.99,4.84,4.73,0.8,1469393.0,2.0,2.0,2.0,2.0,28.0,22,48,48,48,18.5,3.6,0.2,2.0,2.0,0.0,0.0
1884,19588004.0,20200000000000.0,0.0,37.78449,-122.48855,0.0,3.0,3.0,3.0,3.0,21.0,21.0,3.0,21.0,0.0,4.95,5.0,4.95,4.95,4.95,4.9,4.9,0.33,988375.0,19.0,31.0,5.0,3.0,21.0,0,0,0,0,21.0,5.0,0.0,14.0,1.1,0.0,0.0
1885,19611889.0,20200000000000.0,0.0,37.76431,-122.47889,0.0,1.6,1.8,30.0,30.0,90.0,90.0,30.0,90.0,0.0,4.9,4.9,4.9,5.0,4.9,5.0,4.8,0.03,62034618.0,21.0,40.0,3.0,30.0,90.0,30,60,90,269,2.0,0.0,0.0,20.0,1.1,0.7,0.0
1886,19612051.0,20200000000000.0,0.0,37.76262,-122.47854,0.0,1.0,1.0,30.0,30.0,90.0,90.0,30.0,90.0,0.0,5.0,4.78,5.0,4.89,4.89,4.89,4.67,0.14,131200418.0,5.3,7.7,2.0,30.0,90.0,30,60,89,89,9.0,0.0,0.0,3.5,3.0,0.7,0.0
1887,19623750.0,20200000000000.0,0.0,37.78376,-122.47443,0.0,1.0,1.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.8,4.8,4.8,4.9,4.9,4.8,4.7,1.3,23719876.0,31.0,7.7,2.0,30.0,1125.0,0,0,8,283,0.0,0.0,0.0,3.5,2.0,0.7,0.0
1888,20450156.0,20200000000000.0,0.0,37.78167,-122.39657,0.0,1.0,1.0,2.0,5.0,1125.0,1125.0,5.0,1125.0,0.0,4.91,4.95,4.94,4.97,4.98,4.52,4.62,1.9,145873215.0,2.0,3.0,1.0,5.0,90.0,14,27,27,27,18.5,22.0,1.0,2.0,0.0,2.0,0.0
1889,19626323.0,20200000000000.0,0.0,37.76488,-122.47843,0.0,1.0,1.0,30.0,30.0,90.0,90.0,30.0,90.0,0.0,4.82,4.89,4.9,4.92,4.89,4.8,4.65,1.66,136131559.0,7.0,9.0,1.0,30.0,90.0,5,35,64,64,114.0,1.0,0.0,5.0,0.0,5.0,0.0
1890,20460402.0,20200000000000.0,0.0,37.71536,-122.43554,0.0,3.0,3.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.89,4.96,4.89,5.0,4.96,4.9,4.85,0.4,1626997.0,1.0,3.0,6.0,30.0,1125.0,0,0,0,163,27.0,2.0,0.0,1.0,1.0,0.0,0.0
1891,19637695.0,20200000000000.0,0.0,37.75524,-122.42525,0.0,1.0,1.0,30.0,30.0,120.0,120.0,30.0,120.0,0.0,4.8,4.8,4.8,4.9,4.9,4.8,4.7,1.3,87315309.0,2.0,2.0,1.0,30.0,120.0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1892,19642407.0,20200000000000.0,0.0,37.72648,-122.44162,0.0,1.0,1.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,0.07,66385869.0,6.0,9.0,1.0,30.0,1125.0,0,0,0,0,5.0,0.0,0.0,6.0,0.0,0.7,0.0
1893,20488889.0,20200000000000.0,0.0,37.73566,-122.41317,0.0,1.0,1.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.57,4.9,4.9,4.86,4.9,4.71,4.8,0.11,38836.0,22.0,7.7,2.0,30.0,1125.0,30,60,89,89,7.0,1.0,0.0,3.5,1.1,0.0,0.0
1894,19659835.0,20200000000000.0,0.0,37.75909,-122.43719,0.0,2.0,2.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.94,4.94,4.83,5.0,5.0,5.0,4.89,0.28,106841643.0,1.0,1.0,2.0,30.0,1125.0,8,8,36,125,18.0,4.0,0.0,1.0,1.0,0.0,0.0
1895,19680922.0,20200000000000.0,0.0,37.79294,-122.40806,0.0,1.6,2.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.92,0.21,12703126.0,6.0,6.0,4.0,30.0,365.0,0,12,41,151,13.0,1.0,1.0,6.0,1.1,0.0,0.0
1896,19714276.0,20200000000000.0,0.0,37.79528,-122.41884,0.0,3.0,3.0,30.0,30.0,180.0,180.0,30.0,180.0,0.0,4.83,5.0,4.9,5.0,5.0,4.92,4.58,0.19,870172.0,2.0,9.0,5.0,30.0,180.0,5,35,55,175,13.0,3.0,1.0,2.0,2.0,0.0,0.0
1897,20497174.0,20200000000000.0,0.0,37.78827,-122.41137,0.0,1.6,2.0,2.0,2.0,365.0,365.0,2.0,365.0,0.0,4.95,4.9,5.0,5.0,5.0,4.9,4.62,0.32,22267033.0,5.3,7.7,4.0,2.0,365.0,30,60,90,365,21.0,1.0,0.0,19.0,1.1,0.0,0.0
1898,19721174.0,20200000000000.0,0.0,37.77494,-122.42638,0.0,1.0,2.0,1.0,2.0,28.0,28.0,1.3,28.0,0.0,4.99,4.95,4.97,5.0,5.0,4.98,4.71,0.8,139005195.0,1.0,1.0,4.0,2.0,28.0,16,43,73,159,18.5,3.6,2.0,1.0,1.0,0.0,0.0
1899,19721472.0,20200000000000.0,0.0,37.73878,-122.47212,0.0,3.0,1.5,3.0,3.0,15.0,15.0,3.0,15.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,118373919.0,1.0,1.0,3.0,3.0,15.0,0,0,0,0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
1900,20500854.0,20200000000000.0,0.0,37.73595,-122.43006,0.0,2.0,2.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,0.0,5.0,4.97,4.93,5.0,5.0,4.83,4.86,0.43,12878539.0,1.0,1.0,4.0,4.0,14.0,4,8,8,12,29.0,3.0,0.0,1.0,1.0,0.0,0.0
1901,20501065.0,20200000000000.0,0.0,37.75819,-122.4092,0.0,2.0,2.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.79,4.86,4.86,4.93,4.93,5.0,4.71,0.21,146358111.0,1.0,1.0,3.0,30.0,1125.0,0,0,0,0,14.0,0.0,0.0,1.0,1.0,0.0,0.0
1902,20505677.0,20200000000000.0,0.0,37.78968,-122.39162,0.0,1.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,4.8,4.8,4.8,4.9,4.9,4.8,4.7,1.3,19419209.0,1.0,1.0,2.0,30.0,30.0,30,60,89,89,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1903,20505903.0,20200000000000.0,0.0,37.77983,-122.39801,0.0,1.0,1.0,1.0,5.0,1125.0,1125.0,4.9,1125.0,0.0,4.93,4.96,4.96,4.99,5.0,4.68,4.84,1.89,145873215.0,2.0,3.0,1.0,5.0,28.0,17,35,35,35,18.5,13.0,0.0,2.0,0.0,2.0,0.0
1904,19764548.0,20200000000000.0,0.0,37.73246,-122.41803,0.0,1.0,1.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.9,4.5,4.9,4.9,4.9,4.5,4.8,0.09,6865905.0,1.0,7.0,2.0,30.0,1125.0,2,2,5,94,6.0,2.0,0.0,1.0,0.0,1.0,0.0
1905,19780176.0,20200000000000.0,0.0,37.79056,-122.4071,0.0,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,0.0,4.8,5.0,4.8,5.0,5.0,5.0,4.8,0.1,55782784.0,25.0,37.0,2.0,2.0,1125.0,30,60,90,365,6.0,1.0,0.0,3.5,1.1,0.7,0.0
1906,19808652.0,20200000000000.0,0.0,37.77927,-122.47134,0.0,1.0,1.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.55,4.75,4.9,4.87,4.85,4.87,4.44,0.79,139875070.0,2.0,2.0,2.0,30.0,180.0,17,47,62,178,54.0,3.0,1.0,2.0,2.0,0.0,0.0
1907,19810694.0,20200000000000.0,0.0,37.79029,-122.42946,0.0,1.0,1.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,0.0,4.92,4.96,5.0,4.96,5.0,5.0,4.81,0.39,128324241.0,1.0,1.0,2.0,31.0,1125.0,0,0,0,0,27.0,0.0,0.0,1.0,1.0,0.0,0.0
1908,19813099.0,20200000000000.0,0.0,37.76462,-122.44058,0.0,1.0,1.0,30.0,30.0,45.0,45.0,30.0,45.0,0.0,4.8,4.8,4.8,4.9,4.9,4.8,4.7,1.3,625813.0,1.0,9.0,2.0,30.0,45.0,15,38,38,38,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1909,19813606.0,20200000000000.0,0.0,37.79474,-122.42656,0.0,1.0,1.0,15.2,15.3,1125.0,1125.0,15.1,1125.0,0.0,4.8,4.8,4.9,5.0,5.0,4.8,4.8,0.07,17902034.0,1.0,1.0,2.0,15.3,1125.0,0,0,0,0,5.0,0.0,0.0,1.0,1.0,0.0,0.0
1910,19827923.0,20200000000000.0,0.0,37.7842,-122.41518,0.0,1.6,1.0,30.0,30.0,180.0,180.0,30.0,180.0,0.0,4.67,4.67,4.89,4.9,4.9,4.56,4.44,0.14,4430421.0,5.3,7.7,2.0,30.0,180.0,28,58,88,177,9.0,3.0,0.0,3.5,1.1,1.0,0.0
1911,19828648.0,20200000000000.0,0.0,37.72653,-122.43996,0.0,1.0,1.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.9,4.9,4.9,4.86,4.83,4.9,4.8,0.13,66385869.0,6.0,9.0,1.0,30.0,1125.0,0,0,2,2,9.0,0.0,0.0,6.0,0.0,0.7,0.0
1912,19828873.0,20200000000000.0,0.0,37.75305,-122.39995,0.0,3.0,1.5,2.0,2.0,1125.0,1125.0,2.0,1125.0,0.0,4.89,4.89,4.67,5.0,5.0,4.9,4.67,0.15,8109604.0,1.0,3.0,6.0,2.0,30.0,0,0,0,0,10.0,4.0,0.0,1.0,1.0,0.0,0.0
1913,19829202.0,20200000000000.0,0.0,37.78552,-122.4143,0.0,1.6,1.0,30.0,30.0,180.0,180.0,30.0,180.0,0.0,4.9,4.88,4.88,4.9,4.9,4.9,4.8,0.12,4430421.0,5.3,7.7,2.0,30.0,180.0,29,59,89,178,8.0,2.0,0.0,3.5,1.1,1.0,0.0
1914,19829271.0,20200000000000.0,0.0,37.71097,-122.44786,0.0,3.0,3.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,0.05,40426550.0,4.0,4.0,6.0,30.0,365.0,30,60,90,365,3.0,0.0,0.0,4.0,1.0,3.0,0.0
1915,18757990.0,20200000000000.0,0.0,37.78876,-122.44591,0.0,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,4.94,4.96,4.97,4.99,4.99,4.97,4.78,0.8,9956229.0,1.0,1.0,3.0,1.0,29.0,15,43,73,252,18.5,3.6,0.2,1.0,1.0,0.0,0.0
1916,18778187.0,20200000000000.0,0.0,37.77957,-122.4842,0.0,2.0,1.5,31.0,31.0,1125.0,1125.0,31.0,1125.0,0.0,4.62,4.69,4.54,5.0,5.0,4.69,4.8,0.2,17013917.0,3.0,4.0,6.0,31.0,1125.0,30,60,90,365,13.0,2.0,0.0,3.0,3.0,0.0,0.0
1917,18794629.0,20200000000000.0,0.0,37.76944,-122.44992,0.0,1.0,1.5,1.0,2.0,25.0,25.0,1.3,25.0,0.0,4.8,4.8,4.5,4.83,4.85,4.91,4.78,0.86,117141107.0,5.3,51.0,4.0,1.0,25.0,0,0,0,0,60.0,0.0,0.0,3.5,0.0,0.7,0.0
1918,18809842.0,20200000000000.0,0.0,37.73228,-122.43857,0.0,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,0.0,4.88,4.9,4.92,4.95,4.95,4.84,4.82,1.12,4346095.0,2.0,5.0,2.0,3.0,1125.0,3,3,3,6,79.0,4.0,0.0,2.0,2.0,0.0,0.0
1919,18810290.0,20200000000000.0,0.0,37.76059,-122.47674,0.0,1.0,2.0,4.0,5.0,28.0,28.0,5.0,28.0,0.0,4.9,4.94,5.0,5.0,4.99,4.77,4.87,1.93,129618781.0,1.0,2.0,4.0,5.0,28.0,8,27,54,54,18.5,25.0,1.0,1.0,1.0,0.0,0.0
1920,18810325.0,20200000000000.0,0.0,37.75911,-122.4,0.0,1.0,1.0,1.0,3.0,1125.0,1125.0,3.0,1125.0,0.0,4.87,4.95,4.93,4.98,4.95,4.97,4.7,0.87,39265388.0,1.0,4.0,2.0,3.0,1125.0,8,20,45,45,61.0,3.6,2.0,1.0,1.0,0.0,0.0
1921,18828466.0,20200000000000.0,0.0,37.73333,-122.39363,0.0,3.0,3.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,0.06,1964901.0,1.0,1.0,6.0,30.0,1125.0,0,0,0,0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
1922,18838484.0,20200000000000.0,0.0,37.74251,-122.47434,0.0,1.0,2.0,30.0,30.0,180.0,180.0,30.0,180.0,0.0,4.71,4.71,4.57,4.86,4.86,5.0,4.8,0.1,131200418.0,5.3,7.7,4.0,30.0,180.0,30,60,90,179,7.0,0.0,0.0,3.5,3.0,0.7,0.0
1923,20543892.0,20200000000000.0,0.0,37.75779,-122.4,0.0,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,0.0,4.94,5.0,5.0,5.0,4.91,4.91,4.82,1.34,3344835.0,1.0,2.0,2.0,3.0,14.0,6,18,18,18,69.0,3.0,0.0,1.0,1.0,0.0,0.0
1924,20563658.0,20200000000000.0,0.0,37.74296,-122.46428,0.0,2.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,0.0,4.86,4.87,4.76,4.96,4.99,4.94,4.81,1.04,162565.0,1.0,2.0,4.0,3.0,1125.0,24,30,30,30,70.0,21.0,1.0,1.0,1.0,0.0,0.0
