,ï»¿id,scrape_id,neighbourhood_group_cleansed,latitude,longitude,bathrooms,bedrooms,beds,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,host_id,host_listings_count,host_total_listings_count,accommodates,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
0,958.0,20200000000000.0,0.0,37.77028,-122.43317,0.0,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,0.0,4.87,4.93,4.92,4.95,4.88,4.98,4.76,2.31,1169.0,1.0,1.0,3.0,2.0,30.0,8,22,30,128,18.5,3.6,0.2,1.0,1.0,0.0,0.0
1,5858.0,20200000000000.0,0.0,37.74474,-122.42089,0.0,2.0,2.0,30.0,30.0,60.0,60.0,30.0,60.0,0.0,4.88,4.85,4.87,4.89,4.85,4.77,4.68,0.66,8904.0,2.0,2.0,4.0,30.0,60.0,30,60,90,365,111.0,0.0,0.0,1.0,1.0,0.0,0.0
2,8142.0,20200000000000.0,0.0,37.76555,-122.45213,0.0,1.0,1.0,32.0,32.0,90.0,90.0,32.0,90.0,0.0,4.67,4.9,4.9,4.78,4.78,4.67,4.67,0.09,21994.0,13.0,14.0,1.0,32.0,90.0,30,60,90,365,9.0,1.0,0.0,13.0,0.0,0.7,0.0
3,8339.0,20200000000000.0,0.0,37.77564,-122.43642,0.0,2.0,2.0,9.0,9.0,91.0,91.0,9.0,91.0,0.0,4.87,4.88,5.0,4.94,5.0,4.94,4.75,0.17,24215.0,2.0,6.0,4.0,9.0,91.0,30,60,90,365,28.0,0.0,0.0,2.0,2.0,0.0,0.0
4,8739.0,20200000000000.0,0.0,37.7603,-122.42197,0.0,1.0,1.0,1.0,1.0,26.0,26.0,1.0,26.0,0.0,4.91,4.94,4.94,4.95,4.96,4.93,4.74,0.8,7149.0,2.0,2.0,3.0,1.0,26.0,16,45,75,159,18.5,3.6,0.2,2.0,0.0,2.0,0.0
5,142177.0,20200000000000.0,0.0,37.7844,-122.47932,0.0,2.0,2.0,5.0,5.0,25.0,25.0,5.0,25.0,0.0,4.91,4.93,4.88,4.95,4.97,4.78,4.8,1.69,656263.0,1.0,2.0,4.0,5.0,25.0,11,32,32,32,18.5,13.0,2.0,1.0,1.0,0.0,0.0
6,490931.0,20200000000000.0,0.0,37.74766,-122.42041,0.0,1.0,1.0,30.0,30.0,60.0,60.0,30.0,60.0,0.0,4.76,4.82,4.75,4.9,4.78,4.77,4.66,0.74,1269188.0,1.0,3.0,2.0,30.0,60.0,15,27,57,331,80.0,1.0,0.0,1.0,0.0,1.0,0.0
7,10537.0,20200000000000.0,0.0,37.7175,-122.39698,0.0,1.0,1.0,1.0,1.0,90.0,90.0,1.0,90.0,0.0,4.94,4.79,5.0,4.86,5.0,4.9,4.46,0.12,36752.0,2.0,3.0,2.0,1.0,90.0,30,60,90,365,19.0,1.0,0.0,2.0,0.0,2.0,0.0
8,491867.0,20200000000000.0,0.0,37.77196,-122.43477,0.0,3.0,3.0,2.0,2.0,31.0,31.0,2.0,31.0,0.0,4.85,4.86,4.86,4.98,4.91,4.91,4.75,0.44,969518.0,2.0,3.0,5.0,2.0,31.0,0,2,7,7,56.0,14.0,1.0,1.0,1.0,0.0,0.0
9,144242.0,20200000000000.0,0.0,37.78546,-122.46148,0.0,3.0,3.0,3.0,3.0,60.0,60.0,3.0,60.0,0.0,4.86,4.95,4.89,5.0,5.0,4.89,4.95,0.15,699215.0,2.0,2.0,6.0,3.0,60.0,6,6,6,64,22.0,0.0,0.0,1.0,1.0,0.0,0.0
10,10578.0,20200000000000.0,0.0,37.79249,-122.41499,0.0,1.6,1.0,30.0,30.0,180.0,180.0,30.0,180.0,0.0,4.93,4.76,4.94,4.81,4.94,4.82,4.75,0.13,37049.0,1.0,2.0,2.0,30.0,180.0,0,0,24,230,18.0,0.0,0.0,1.0,1.0,0.0,0.0
11,144978.0,20200000000000.0,0.0,37.79233,-122.42431,0.0,1.0,1.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,4.68,4.78,4.9,4.86,4.81,4.82,4.67,0.85,216682.0,9.0,9.0,1.0,30.0,365.0,0,26,55,55,18.5,1.0,1.0,9.0,4.0,5.0,0.0
12,493889.0,20200000000000.0,0.0,37.72833,-122.44125,0.0,1.0,1.0,4.0,4.0,25.0,25.0,4.0,25.0,0.0,4.88,4.92,4.69,4.83,4.97,4.78,4.72,0.78,2439917.0,2.0,3.0,2.0,4.0,25.0,24,54,84,352,102.0,18.0,0.0,1.0,1.0,0.0,0.0
13,12041.0,20200000000000.0,0.0,37.76901,-122.44701,0.0,1.0,2.0,32.0,32.0,120.0,120.0,32.0,120.0,0.0,4.9,4.9,4.9,4.9,4.86,4.57,4.8,0.05,21994.0,13.0,14.0,2.0,32.0,120.0,30,60,90,365,7.0,1.0,0.0,13.0,0.0,0.7,0.0
14,494111.0,20200000000000.0,0.0,37.77988,-122.48488,0.0,1.0,2.0,3.0,3.0,90.0,90.0,3.0,90.0,0.0,4.66,4.9,4.74,4.92,4.92,4.67,4.65,1.72,252927.0,2.0,2.0,4.0,3.0,90.0,8,30,58,312,18.5,3.6,2.0,2.0,2.0,0.0,0.0
15,501770.0,20200000000000.0,0.0,37.77252,-122.43846,0.0,1.0,1.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.86,4.96,4.89,4.84,4.87,4.74,4.59,0.85,2475480.0,5.0,5.0,2.0,30.0,1125.0,0,0,0,64,110.0,2.0,0.0,5.0,5.0,0.0,0.0
16,147443.0,20200000000000.0,0.0,37.74633,-122.44591,0.0,2.0,3.0,30.0,30.0,180.0,180.0,30.0,180.0,0.0,4.6,4.78,4.5,4.78,4.78,4.64,4.59,0.79,709325.0,6.0,12.0,4.0,30.0,180.0,0,0,0,262,112.0,2.0,0.0,5.0,5.0,0.0,0.0
17,12042.0,20200000000000.0,0.0,37.76932,-122.44723,0.0,1.0,2.0,32.0,32.0,120.0,120.0,32.0,120.0,0.0,4.9,4.9,4.9,4.8,4.9,4.6,4.8,0.04,21994.0,13.0,14.0,2.0,32.0,120.0,30,60,90,365,5.0,0.0,0.0,13.0,0.0,0.7,0.0
18,148627.0,20200000000000.0,0.0,37.79961,-122.42771,0.0,1.0,1.0,30.0,30.0,120.0,120.0,30.0,120.0,0.0,4.9,4.56,4.64,4.9,4.9,4.64,4.34,0.86,709325.0,6.0,12.0,1.0,30.0,120.0,2,7,32,215,118.0,4.0,0.0,5.0,5.0,0.0,0.0
19,503362.0,20200000000000.0,0.0,37.77265,-122.43857,0.0,2.0,2.0,30.0,30.0,1124.0,1124.0,30.0,1124.0,0.0,4.93,4.95,4.94,4.9,4.95,4.79,4.72,0.89,2475480.0,5.0,5.0,6.0,30.0,1124.0,0,0,0,64,116.0,1.0,0.0,5.0,5.0,0.0,0.0
20,504146.0,20200000000000.0,0.0,37.80489,-122.43746,0.0,1.6,2.0,2.0,2.0,14.0,14.0,2.0,14.0,0.0,4.93,4.89,4.95,4.94,4.96,4.97,4.78,0.87,2486135.0,1.0,5.0,2.0,2.0,14.0,1,8,19,64,111.0,12.0,1.0,1.0,1.0,0.0,0.0
21,505530.0,20200000000000.0,0.0,37.74154,-122.4086,0.0,1.5,1.5,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.69,4.77,4.9,5.0,5.0,4.54,4.77,0.11,698337.0,2.0,6.0,6.0,30.0,90.0,18,18,23,142,13.0,3.0,0.0,2.0,2.0,0.0,0.0
22,511991.0,20200000000000.0,0.0,37.79138,-122.39761,0.0,2.0,3.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,0.01,723220.0,1.0,17.0,4.0,31.0,1125.0,28,58,87,300,1.0,0.0,0.0,1.0,1.0,0.0,0.0
23,148769.0,20200000000000.0,0.0,37.75045,-122.44956,0.0,1.0,1.0,30.0,30.0,120.0,120.0,30.0,120.0,0.0,4.9,4.9,4.9,4.9,4.9,4.56,4.8,0.91,709325.0,6.0,12.0,2.0,30.0,120.0,20,20,23,241,96.0,2.0,0.0,5.0,5.0,0.0,0.0
24,149108.0,20200000000000.0,0.0,37.76216,-122.45022,0.0,1.0,1.0,30.0,30.0,90.0,90.0,30.0,90.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,719538.0,2.0,2.0,2.0,30.0,90.0,2,2,21,79,3.0,1.0,1.0,1.0,1.0,0.0,0.0
25,150347.0,20200000000000.0,0.0,37.75981,-122.4188,0.0,2.0,2.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.73,4.75,4.65,4.82,4.9,4.9,4.61,0.92,172182.0,7.0,9.0,4.0,30.0,30.0,12,42,48,159,18.5,2.0,0.0,2.0,2.0,0.0,0.0
26,12522.0,20200000000000.0,0.0,37.76237,-122.42992,0.0,1.0,1.0,3.0,3.0,27.0,27.0,3.0,27.0,0.0,4.92,4.94,4.9,4.95,4.96,4.94,4.93,2.79,18431.0,1.0,2.0,2.0,3.0,27.0,5,7,7,7,18.5,19.0,2.0,1.0,0.0,1.0,0.0
27,519796.0,20200000000000.0,0.0,37.801,-122.42436,0.0,1.0,1.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,4.95,4.94,4.89,4.92,4.96,4.96,4.86,0.61,2019559.0,1.0,1.0,2.0,31.0,31.0,12,26,26,270,79.0,0.0,0.0,1.0,1.0,0.0,0.0
28,18231.0,20200000000000.0,0.0,37.74916,-122.42971,0.0,1.6,2.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,4.84,4.94,4.84,4.95,4.9,4.89,4.75,0.44,70224.0,1.0,1.0,3.0,30.0,365.0,10,19,20,192,69.0,2.0,0.0,1.0,1.0,0.0,0.0
29,166199.0,20200000000000.0,0.0,37.76241,-122.43026,0.0,1.0,2.0,30.0,30.0,330.0,330.0,30.0,330.0,0.0,4.82,4.84,4.74,4.89,4.9,4.95,4.7,1.13,792371.0,1.0,3.0,4.0,30.0,330.0,30,60,89,89,18.5,0.0,0.0,1.0,1.0,0.0,0.0
30,166771.0,20200000000000.0,0.0,37.76973,-122.44695,0.0,1.0,3.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.87,4.9,4.87,4.96,4.95,4.85,4.78,1.21,794467.0,1.0,1.0,2.0,30.0,180.0,10,22,25,114,18.5,3.0,0.0,1.0,1.0,0.0,0.0
31,18904.0,20200000000000.0,0.0,37.77247,-122.43301,0.0,1.0,1.0,2.0,2.0,31.0,31.0,2.0,31.0,0.0,4.88,4.9,4.94,4.91,4.91,4.9,4.77,0.8,72464.0,2.0,4.0,2.0,2.0,31.0,12,38,56,56,18.5,3.6,2.0,1.0,0.0,1.0,0.0
32,522273.0,20200000000000.0,0.0,37.73852,-122.39215,0.0,1.0,1.0,30.0,30.0,90.0,90.0,30.0,90.0,0.0,4.82,4.82,4.82,5.0,5.0,4.73,4.82,0.15,2568946.0,1.0,1.0,1.0,30.0,90.0,29,59,88,88,11.0,0.0,0.0,1.0,0.0,1.0,0.0
33,21334.0,20200000000000.0,0.0,37.7962,-122.41562,0.0,1.0,1.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.87,4.94,4.63,4.99,4.97,4.87,4.83,0.79,81455.0,1.0,1.0,2.0,30.0,30.0,22,52,82,357,18.5,2.0,0.0,1.0,1.0,0.0,0.0
34,175090.0,20200000000000.0,0.0,37.79203,-122.40284,0.0,1.6,2.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.9,4.9,4.65,4.9,4.77,4.92,4.8,0.19,127367.0,8.0,7.7,2.0,30.0,1125.0,30,60,90,307,26.0,1.0,0.0,6.0,1.1,0.0,0.0
35,175102.0,20200000000000.0,0.0,37.79175,-122.4045,0.0,1.6,2.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.73,4.85,4.85,4.9,4.81,4.75,4.49,0.39,127367.0,8.0,7.7,2.0,30.0,1125.0,16,22,52,255,54.0,1.0,0.0,6.0,1.1,0.0,0.0
36,23611.0,20200000000000.0,0.0,37.74537,-122.41226,0.0,1.0,1.0,5.0,5.0,25.0,25.0,5.0,25.0,0.0,4.89,4.94,4.93,4.96,4.95,4.77,4.83,1.66,18732.0,1.0,2.0,2.0,5.0,25.0,1,16,16,49,18.5,7.0,0.0,1.0,1.0,0.0,0.0
37,183859.0,20200000000000.0,0.0,37.73604,-122.43777,0.0,2.0,2.0,3.0,3.0,28.0,28.0,3.0,28.0,0.0,4.88,4.93,4.76,5.0,4.99,4.87,4.77,2.44,882283.0,1.0,1.0,4.0,3.0,28.0,22,29,45,276,18.5,3.6,1.0,1.0,1.0,0.0,0.0
38,193292.0,20200000000000.0,0.0,37.75117,-122.42567,0.0,1.0,1.0,30.0,30.0,45.0,45.0,30.0,45.0,0.0,4.93,4.9,4.97,4.98,5.0,4.95,4.9,0.46,937281.0,1.0,1.0,1.0,30.0,45.0,0,0,0,217,63.0,0.0,0.0,1.0,0.0,1.0,0.0
39,201313.0,20200000000000.0,0.0,37.80356,-122.40437,0.0,1.0,1.0,30.0,30.0,730.0,730.0,30.0,730.0,0.0,5.0,4.5,5.0,5.0,5.0,5.0,4.8,0.05,984585.0,1.0,1.0,2.0,30.0,730.0,28,58,87,87,3.0,0.0,0.0,1.0,1.0,0.0,0.0
40,207980.0,20200000000000.0,0.0,37.74325,-122.43756,0.0,3.0,1.5,2.0,2.0,1125.0,1125.0,2.0,1125.0,0.0,4.82,4.84,4.64,4.95,4.94,4.8,4.74,0.8,1023546.0,1.0,1.0,3.0,2.0,120.0,4,7,16,212,18.5,3.6,2.0,1.0,1.0,0.0,0.0
41,208714.0,20200000000000.0,0.0,37.78897,-122.41245,0.0,1.0,1.0,30.0,30.0,80.0,80.0,30.0,80.0,0.0,4.8,4.7,4.71,4.94,4.99,4.9,4.63,0.56,1027819.0,1.0,2.0,2.0,30.0,80.0,30,60,90,365,78.0,0.0,0.0,1.0,1.0,0.0,0.0
42,208831.0,20200000000000.0,0.0,37.80121,-122.41339,0.0,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,0.0,4.8,4.83,4.64,4.93,4.96,4.96,4.75,0.8,1028577.0,1.0,2.0,2.0,3.0,21.0,4,9,25,25,18.5,3.6,0.2,1.0,1.0,0.0,0.0
43,209514.0,20200000000000.0,0.0,37.77255,-122.44985,0.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,0.0,4.7,4.85,4.73,4.89,4.85,4.84,4.68,0.8,1032643.0,5.0,6.0,2.0,1.0,5.0,25,55,85,358,18.5,3.6,2.0,5.0,0.0,5.0,0.0
44,212783.0,20200000000000.0,0.0,37.77085,-122.44814,0.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,0.0,4.6,4.78,4.66,4.86,4.8,4.81,4.58,0.8,1032643.0,5.0,6.0,4.0,1.0,5.0,21,48,73,345,18.5,3.6,2.0,5.0,0.0,5.0,0.0
45,213532.0,20200000000000.0,0.0,37.77175,-122.45012,0.0,1.0,1.0,1.0,1.0,15.0,15.0,1.0,15.0,0.0,4.53,4.69,4.59,4.86,4.79,4.79,4.51,0.8,1032643.0,5.0,6.0,2.0,1.0,15.0,19,38,68,340,18.5,3.6,2.0,5.0,0.0,5.0,0.0
46,530857.0,20200000000000.0,0.0,37.71727,-122.43644,0.0,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,0.0,5.0,4.89,4.89,4.97,4.97,4.87,4.95,0.65,2607120.0,2.0,3.0,1.0,2.0,1125.0,0,26,56,331,38.0,7.0,0.0,2.0,0.0,2.0,0.0
47,531151.0,20200000000000.0,0.0,37.73466,-122.41694,0.0,1.5,1.5,3.0,4.0,21.0,21.0,3.0,21.0,0.0,4.92,4.88,4.83,5.0,4.92,4.58,4.75,0.23,2608908.0,1.0,2.0,3.0,3.0,21.0,2,7,7,29,24.0,4.0,0.0,1.0,1.0,0.0,0.0
48,533627.0,20200000000000.0,0.0,37.7608,-122.40379,0.0,3.0,3.0,30.0,30.0,90.0,90.0,30.0,90.0,0.0,4.83,4.88,4.88,4.88,4.96,4.88,4.58,0.27,2544752.0,6.0,12.0,6.0,30.0,90.0,0,4,34,133,35.0,0.0,0.0,1.0,1.0,0.0,0.0
49,537133.0,20200000000000.0,0.0,37.75714,-122.43419,0.0,1.0,2.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.71,4.86,4.86,5.0,4.86,4.71,4.43,0.06,127367.0,8.0,7.7,2.0,30.0,1125.0,0,0,23,298,7.0,2.0,0.0,6.0,1.1,0.0,0.0
50,545685.0,20200000000000.0,0.0,37.77502,-122.48035,0.0,1.0,1.0,1.0,2.0,25.0,28.0,2.0,27.9,0.0,4.81,4.81,4.84,4.92,4.88,4.69,4.75,0.8,2676602.0,4.0,5.0,2.0,2.0,28.0,2,4,16,39,18.5,3.6,0.2,2.0,2.0,0.0,0.0
51,555596.0,20200000000000.0,0.0,37.74402,-122.43729,0.0,1.0,1.0,3.0,5.0,27.0,27.0,5.0,27.0,0.0,4.86,4.92,4.85,4.97,4.98,4.85,4.87,1.18,1772044.0,2.0,5.0,2.0,5.0,27.0,13,27,56,56,18.5,7.0,0.2,2.0,2.0,0.0,0.0
52,561148.0,20200000000000.0,0.0,37.77689,-122.45594,0.0,3.0,3.0,3.0,3.0,3.0,1125.0,3.0,1114.8,0.0,4.95,4.97,4.92,4.92,4.97,4.89,4.75,0.29,2758480.0,1.0,1.0,6.0,3.0,1125.0,3,3,3,3,37.0,7.0,0.0,1.0,1.0,0.0,0.0
53,561602.0,20200000000000.0,0.0,37.74403,-122.41755,0.0,2.0,2.0,4.0,4.0,12.0,12.0,4.0,12.0,0.0,4.98,4.99,4.98,5.0,4.98,4.88,4.91,1.9,2760904.0,1.0,1.0,2.0,4.0,12.0,2,11,22,67,18.5,3.6,0.2,1.0,0.0,1.0,0.0
54,563887.0,20200000000000.0,0.0,37.7592,-122.44888,0.0,3.0,3.0,3.0,5.0,90.0,90.0,4.9,90.0,0.0,4.93,5.0,4.64,4.9,4.86,4.93,4.71,0.12,2772791.0,1.0,1.0,6.0,5.0,90.0,24,50,75,95,16.0,4.0,0.0,1.0,1.0,0.0,0.0
55,568161.0,20200000000000.0,0.0,37.73218,-122.43726,0.0,1.0,1.0,2.0,2.0,30.0,30.0,2.0,30.0,0.0,4.9,4.93,4.9,4.95,4.96,4.91,4.87,0.8,2795397.0,1.0,5.0,1.0,2.0,30.0,8,9,21,107,18.5,15.0,1.0,1.0,0.0,1.0,0.0
56,571042.0,20200000000000.0,0.0,37.76829,-122.43968,0.0,2.0,3.0,30.0,30.0,100.0,100.0,30.0,100.0,0.0,5.0,4.85,4.85,4.85,5.0,5.0,4.62,0.11,1550529.0,3.0,4.0,6.0,30.0,100.0,0,0,28,272,14.0,0.0,0.0,1.0,1.0,0.0,0.0
57,571142.0,20200000000000.0,0.0,37.76459,-122.45483,0.0,2.0,2.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0.0,4.84,4.8,4.51,4.96,4.87,4.91,4.64,0.36,2072534.0,1.0,13.0,2.0,30.0,365.0,0,19,49,74,47.0,2.0,0.0,1.0,1.0,0.0,0.0
58,582335.0,20200000000000.0,0.0,37.80144,-122.43865,0.0,1.5,1.5,4.0,4.0,30.0,30.0,4.0,30.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.64,0.09,2867852.0,1.0,1.0,3.0,4.0,30.0,0,0,0,32,11.0,0.0,0.0,1.0,1.0,0.0,0.0
59,585326.0,20200000000000.0,0.0,37.77547,-122.48116,0.0,1.0,2.0,1.0,2.0,25.0,28.0,2.0,28.0,0.0,4.8,4.84,4.86,4.94,4.88,4.74,4.76,0.8,2676602.0,4.0,5.0,2.0,2.0,28.0,2,7,23,91,18.5,3.6,0.2,2.0,2.0,0.0,0.0
60,218567.0,20200000000000.0,0.0,37.78618,-122.43209,0.0,1.0,2.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,4.78,4.79,4.81,4.9,4.9,4.88,4.76,0.64,1130612.0,2.0,2.0,3.0,30.0,365.0,0,19,20,181,89.0,2.0,0.0,1.0,1.0,0.0,0.0
61,219438.0,20200000000000.0,0.0,37.79434,-122.43167,0.0,3.0,2.0,60.0,60.0,1125.0,1125.0,60.0,1125.0,0.0,4.8,4.8,4.8,4.9,4.9,4.8,4.7,1.3,373342.0,1.0,5.0,4.0,60.0,1125.0,30,60,90,365,0.0,0.0,0.0,1.0,1.0,0.0,0.0
62,24463.0,20200000000000.0,0.0,37.75565,-122.40125,0.0,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,0.0,4.9,4.96,4.88,4.98,4.98,4.85,4.77,2.28,99128.0,2.0,3.0,2.0,2.0,21.0,20,36,53,228,18.5,3.6,2.0,2.0,1.0,1.0,0.0
63,220418.0,20200000000000.0,0.0,37.77031,-122.44948,0.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,0.0,4.5,4.68,4.53,4.87,4.79,4.77,4.48,0.8,1032643.0,5.0,6.0,2.0,1.0,5.0,20,50,77,348,18.5,3.6,0.0,5.0,0.0,5.0,0.0
64,229319.0,20200000000000.0,0.0,37.73825,-122.41451,0.0,1.0,1.0,5.0,5.0,365.0,365.0,5.0,365.0,0.0,4.85,4.89,4.85,4.85,4.85,4.81,4.59,0.2,12798954.0,4.0,4.0,3.0,5.0,365.0,0,1,1,145,27.0,9.0,0.0,2.0,2.0,0.0,0.0
65,589767.0,20200000000000.0,0.0,37.79769,-122.41155,0.0,2.0,1.5,7.0,7.0,1125.0,1125.0,7.0,1125.0,0.0,4.81,4.81,4.65,4.92,5.0,4.85,4.62,0.23,1692184.0,4.0,6.0,5.0,7.0,30.0,15,30,60,335,27.0,2.0,0.0,3.0,3.0,0.0,0.0
66,591431.0,20200000000000.0,0.0,37.75,-122.4235,0.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,4.53,4.9,4.9,4.94,4.9,4.94,4.63,0.17,727246.0,1.0,2.0,6.0,1.0,3.0,0,0,0,0,18.0,2.0,0.0,1.0,1.0,0.0,0.0
67,24723.0,20200000000000.0,0.0,37.78897,-122.43376,0.0,1.0,1.0,4.0,5.0,1125.0,1125.0,5.0,1125.0,0.0,4.84,4.88,4.92,4.92,4.94,4.92,4.82,2.58,100800.0,3.0,8.0,4.0,5.0,31.0,12,30,38,38,18.5,3.6,0.2,2.0,2.0,0.0,0.0
68,592883.0,20200000000000.0,0.0,37.75594,-122.41105,0.0,1.0,1.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,0.0,4.62,4.78,4.7,4.85,4.78,4.75,4.61,0.61,1776403.0,6.0,8.0,1.0,7.0,1125.0,10,40,70,159,73.0,14.0,0.0,5.0,2.0,3.0,0.0
69,593253.0,20200000000000.0,0.0,37.7699,-122.42917,0.0,1.0,1.0,5.0,5.0,30.0,30.0,5.0,30.0,0.0,4.91,4.95,4.98,4.97,4.96,4.92,4.86,0.8,2929255.0,1.0,3.0,2.0,5.0,30.0,10,19,19,241,18.5,23.0,1.0,1.0,0.0,1.0,0.0
70,596042.0,20200000000000.0,0.0,37.79361,-122.42469,0.0,1.0,1.0,30.0,30.0,200.0,200.0,30.0,200.0,0.0,4.78,4.81,4.51,4.92,4.91,4.81,4.7,0.78,216682.0,9.0,9.0,1.0,30.0,200.0,18,48,78,353,101.0,0.0,0.0,9.0,4.0,5.0,0.0
71,231129.0,20200000000000.0,0.0,37.79278,-122.41007,0.0,1.0,1.5,2.0,2.0,28.0,28.0,2.0,28.0,0.0,4.9,4.5,4.56,4.9,4.9,4.84,4.8,0.55,1208533.0,5.0,6.0,3.0,2.0,28.0,27,57,87,362,74.0,1.0,0.0,5.0,1.0,4.0,0.0
72,232060.0,20200000000000.0,0.0,37.75893,-122.4664,0.0,1.6,2.0,30.0,30.0,90.0,90.0,30.0,90.0,0.0,4.91,4.96,4.95,4.94,4.95,4.82,4.75,0.84,1214006.0,1.0,1.0,2.0,30.0,90.0,0,0,0,247,113.0,0.0,0.0,1.0,1.0,0.0,0.0
73,238204.0,20200000000000.0,0.0,37.74228,-122.4,0.0,1.0,2.0,2.0,7.0,28.0,28.0,2.1,28.0,0.0,4.74,4.82,4.81,4.9,4.84,4.69,4.61,2.01,1248132.0,1.0,1.0,3.0,2.0,28.0,26,49,79,230,18.5,3.6,1.0,1.0,1.0,0.0,0.0
74,25094.0,20200000000000.0,0.0,37.74159,-122.43159,0.0,1.0,1.0,5.0,5.0,45.0,45.0,5.0,45.0,0.0,4.97,5.0,5.0,4.98,5.0,4.95,4.91,0.73,103339.0,1.0,1.0,2.0,5.0,45.0,11,41,71,346,60.0,9.0,1.0,1.0,0.0,1.0,0.0
75,251792.0,20200000000000.0,0.0,37.75474,-122.48924,0.0,3.0,1.5,2.0,3.0,365.0,365.0,2.3,365.0,0.0,4.83,4.83,4.92,5.0,4.92,4.92,4.75,0.09,1320750.0,1.0,1.0,3.0,2.0,365.0,15,26,49,183,12.0,3.0,0.0,1.0,1.0,0.0,0.0
76,256176.0,20200000000000.0,0.0,37.77713,-122.456,0.0,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,0.0,4.87,4.94,4.91,4.94,4.93,4.91,4.81,0.8,976125.0,1.0,1.0,1.0,2.0,21.0,6,36,66,319,18.5,3.6,0.0,1.0,0.0,1.0,0.0
77,602535.0,20200000000000.0,0.0,37.74289,-122.42855,0.0,3.0,1.5,2.0,4.0,21.0,28.0,3.0,21.1,0.0,4.88,4.88,4.75,5.0,5.0,4.75,4.88,0.06,2981490.0,1.0,1.0,6.0,2.0,21.0,12,21,45,119,8.0,0.0,0.0,1.0,1.0,0.0,0.0
78,604221.0,20200000000000.0,0.0,37.78239,-122.41833,0.0,2.0,2.0,30.0,30.0,200.0,200.0,30.0,200.0,0.0,4.64,4.83,4.52,4.96,5.0,4.9,4.8,0.18,2991110.0,3.0,5.0,3.0,30.0,200.0,30,33,33,33,23.0,1.0,0.0,3.0,3.0,0.0,0.0
79,607500.0,20200000000000.0,0.0,37.76864,-122.45267,0.0,3.0,3.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,0.0,4.88,4.88,4.94,4.93,4.94,4.85,4.69,0.54,1805856.0,1.0,2.0,6.0,4.0,1125.0,30,60,90,365,68.0,6.0,0.0,1.0,1.0,0.0,0.0
80,616204.0,20200000000000.0,0.0,37.79644,-122.40879,0.0,3.0,1.5,7.0,7.0,1125.0,1125.0,7.0,1125.0,0.0,4.6,4.66,4.62,4.89,4.91,4.55,4.42,0.6,2806033.0,2.0,2.0,6.0,7.0,1125.0,23,53,83,351,77.0,3.0,0.0,2.0,1.0,1.0,0.0
81,616517.0,20200000000000.0,0.0,37.77459,-122.40768,0.0,1.0,2.0,30.0,30.0,360.0,360.0,30.0,360.0,0.0,4.81,4.85,4.65,4.95,4.99,4.64,4.65,1.25,3055666.0,9.0,17.0,2.0,30.0,360.0,30,60,90,365,113.0,1.0,0.0,1.0,1.0,0.0,0.0
